price_date,brand,category,description,currency,page,0km,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
08/01/2026,PAUNY,Tractores,180C R16.9x30 Simple,$,58,17671000.0,16964200.0,16285600.0,15634200.0,15008800.0,14408500.0,13832100.0,13278800.0,12747700.0,,,,,,,
08/01/2026,PAUNY,Tractores,180A R16.9x30 Simple C/Techo,$,58,18956000.0,18197800.0,17469900.0,16771100.0,16100200.0,15456200.0,14838000.0,14244400.0,13674700.0,,,,,,,
08/01/2026,PAUNY,Tractores,180A R13.6x38 Simple C/Techo,$,58,19423000.0,18646100.0,17900200.0,17184200.0,16496900.0,15837000.0,15203500.0,14595400.0,14011600.0,,,,,,,
08/01/2026,PAUNY,Tractores,180AV R14.9x28 Simple C/Techo,$,58,19083000.0,18319700.0,17586900.0,16883400.0,16208100.0,15559800.0,14937400.0,14339900.0,13766300.0,,,,,,,
08/01/2026,PAUNY,Tractores,180C R16.9x30 Simple C/Techo,$,58,17926000.0,17209000.0,16520600.0,15859800.0,15225400.0,14616400.0,14031700.0,13470400.0,12931600.0,,,,,,,
08/01/2026,PAUNY,Tractores,180A R16.9x30 Simple C/Cabina,$,58,21630000.0,20764800.0,19934200.0,19136800.0,18371400.0,17636500.0,16931100.0,16253800.0,15603700.0,,,,,,,
08/01/2026,PAUNY,Tractores,180A R13.6x38 Simple C/Cabina,$,59,22090000.0,21206400.0,20358100.0,19543800.0,18762100.0,18011600.0,17291100.0,16599500.0,15935500.0,,,,,,,
08/01/2026,PAUNY,Tractores,180AV R14.9x28 Simple C/Cabina,$,59,21751000.0,20881000.0,20045700.0,19243900.0,18474100.0,17735200.0,17025800.0,16344700.0,15690900.0,,,,,,,
08/01/2026,PAUNY,Tractores,180C R16.9x30 Simple C/Cabina,$,59,20598000.0,19774100.0,18983100.0,18223800.0,17494800.0,16795000.0,16123200.0,15478300.0,14859200.0,,,,,,,
08/01/2026,PAUNY,Tractores,210A R18.4x34 Simple S/Techo,$,59,23586000.0,22642600.0,21736900.0,20867400.0,20032700.0,19231400.0,18462100.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,210C R18.4x34 Simple S/Techo,$,59,22533000.0,21631700.0,20766400.0,19935800.0,19138300.0,18372800.0,17637900.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,210A R18.4x34 Simple C/Techo,$,59,23972000.0,23013100.0,22092600.0,21208900.0,20360500.0,19546100.0,18764300.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,210C R18.4x34 Simple C/Techo,$,59,22918000.0,22001300.0,21121200.0,20276400.0,19465300.0,18686700.0,17939200.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,210A R18.4x34 Simple C/Cabina,$,59,26505000.0,25444800.0,24427000.0,23449900.0,22511900.0,21611500.0,20747000.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,210C R18.4x34 Simple C/Cabina,$,59,25445000.0,24427200.0,23450100.0,22512100.0,21611600.0,20747200.0,19917300.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,230A RD12.4x28 - RT18.4x34 Simple,$,59,28498000.0,27358100.0,26263800.0,25213200.0,24204700.0,23236500.0,22307000.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,230A RD16.9x28 - RT18.4x38 Simple,$,59,28779000.0,27627800.0,26522700.0,25461800.0,24443300.0,23465600.0,22527000.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,230A R23.1x30 Simple C/Techo,$,59,28973000.0,27814100.0,26701500.0,25633500.0,24608100.0,23623800.0,22678800.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,250A R23.1x30 Simple C/Techo,$,59,30610000.0,29385600.0,28210200.0,27081800.0,25998500.0,24958600.0,23960200.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,230A EVO R15.5x38 Simple,$,59,30988000.0,29748500.0,28558500.0,27416200.0,26319600.0,25266800.0,24256100.0,23285900.0,22354400.0,21460200.0,20601800.0,19777800.0,18986700.0,18227200.0,17498100.0,
08/01/2026,PAUNY,Tractores,230A EVO R15.5x38 Dual,$,59,32524000.0,31223000.0,29974100.0,28775200.0,27624100.0,26519200.0,25458400.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,230A EVO R18.4x34 Simple,$,59,30988000.0,29748500.0,28558500.0,27416200.0,26319600.0,25266800.0,24256100.0,23285900.0,22354400.0,21460200.0,20601800.0,,,,,
08/01/2026,PAUNY,Tractores,230A EVO R18.4x34 Dual,$,59,31490000.0,30230400.0,29021200.0,27860300.0,26745900.0,25676100.0,24649000.0,23663100.0,22716600.0,,,,,,,
08/01/2026,PAUNY,Tractores,230A EVO R23.1x30 Simple,$,60,32398000.0,31102100.0,29858000.0,28663700.0,27517100.0,26416400.0,25359800.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,230A EVO R18.4x38 Simple,$,60,31313000.0,30060500.0,28858100.0,27703700.0,26595600.0,25531800.0,24510500.0,23530100.0,22588900.0,21685300.0,20817900.0,,,,,
08/01/2026,PAUNY,Tractores,250A EVO R15.5x38 Simple,$,60,32908000.0,31591700.0,30328000.0,29114900.0,27950300.0,26832300.0,25759000.0,24728600.0,23739500.0,22789900.0,21878300.0,21003200.0,20163100.0,19356500.0,18582300.0,
08/01/2026,PAUNY,Tractores,250A EVO R15.5x38 Dual,$,60,34442000.0,33064300.0,31741700.0,30472100.0,29253200.0,28083100.0,26959700.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,250A EVO R18.4x34 Simple,$,60,32908000.0,31591700.0,30328000.0,29114900.0,27950300.0,26832300.0,25759000.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,250A EVO R18.4x34 Dual,$,60,33238000.0,31908500.0,30632100.0,29406900.0,28230600.0,27101400.0,26017300.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,250A EVO R18.4x38 Simple,$,60,33405000.0,32068800.0,30786000.0,29554600.0,28372400.0,27237500.0,26148000.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,250A EVO R18.4x38 Dual,$,60,33735000.0,32385600.0,31090200.0,29846600.0,28652700.0,27506600.0,26406300.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,250A EVO R23.1x30 Simple,$,60,34315000.0,32942400.0,31624700.0,30359700.0,29145300.0,27979500.0,26860300.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,250A EVO R24.5x32 Simple,$,60,34775000.0,33384000.0,32048600.0,30766700.0,29536000.0,28354600.0,27220400.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,280A EVO R24.5x32 Simple,$,60,37139000.0,35653400.0,34227300.0,32858200.0,31543900.0,30282100.0,29070800.0,27908000.0,26791700.0,25720000.0,24691200.0,23703600.0,22755400.0,21845200.0,20971400.0,
08/01/2026,PAUNY,Tractores,280A EVO R18.4x38 Dual,$,60,37143000.0,35657300.0,34231000.0,32861700.0,31547300.0,30285400.0,29074000.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500C EVO R24.5x32 Simple,$,60,44474000.0,42695000.0,40987200.0,39347700.0,37773800.0,36262900.0,34812400.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500C EVO R23.1x30 Simple,$,60,44051000.0,42289000.0,40597400.0,38973500.0,37414600.0,35918000.0,34481300.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500C EVO R18.4x38 Dual,$,60,48411000.0,46474600.0,44615600.0,42831000.0,41117700.0,39473000.0,37894100.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500C EVO R18.4x38 Simple,$,60,43709000.0,41960600.0,40282200.0,38670900.0,37124100.0,35639100.0,34213600.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500C EVO R18.4x34 Dual,$,60,48411000.0,46474600.0,44615600.0,42831000.0,41117700.0,39473000.0,37894100.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500C EVO R18.4x34 Simple,$,60,43063000.0,41340500.0,39686900.0,38099400.0,36575400.0,35112400.0,33707900.0,32359600.0,31065200.0,29822600.0,28629700.0,,,,,
08/01/2026,PAUNY,Tractores,500C EVO ECOFRIENDLY,$,60,80600000.0,77376000.0,74281000.0,71309700.0,68457300.0,65719000.0,63090300.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540C EVO R18.4x34 Simple,$,60,44866000.0,43071400.0,41348500.0,39694600.0,38106800.0,36582500.0,35119200.0,33714400.0,32365900.0,31071200.0,29828400.0,,,,,
08/01/2026,PAUNY,Tractores,540C EVO R18.4 x34 Dual,$,60,47132000.0,45246700.0,43436900.0,41699400.0,40031400.0,38430100.0,36892900.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540C EVO R18.4x38 Simple,$,60,45509000.0,43688600.0,41941100.0,40263500.0,38652900.0,37106800.0,35622500.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540C EVO R18.4x38 Dual,$,60,50211000.0,48202600.0,46274500.0,44423500.0,42646500.0,40940700.0,39303100.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540C EVO R23.1x30 Simple,$,60,45843000.0,44009300.0,42248900.0,40559000.0,38936600.0,37379100.0,35884000.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540C EVO R24.5x32 Simple,$,60,46281000.0,44429800.0,42652600.0,40946500.0,39308600.0,37736300.0,36226800.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580C EVO R18.4x34 Simple,$,61,,,,,,33305600.0,30974200.0,28806000.0,26789600.0,25450100.0,24177600.0,,,,,
08/01/2026,PAUNY,Tractores,580C EVO R18.4x34 Dual,$,61,,,,,,34304800.0,31903500.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580C EVO R18.4x38 Simple,$,61,,,,,,35333900.0,32860600.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580C EVO R18.4x38 Dual,$,61,,,,,,36394000.0,33846400.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580C EVO R23.1x30 Simple,$,61,,,,,,37485800.0,34861800.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580C EVO R23.1x30 Dual,$,61,,,,,,38610300.0,35907600.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580C EVO R24.5x32 Simple,$,61,,,,,,39768700.0,36984900.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500 Bravo R18.4 x 34 Simple,$,61,,,,,,38638800.0,35934100.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500 Bravo R18.4 x 34 Dual,$,61,,,,,,41369100.0,38473200.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500 Bravo R18.4 x 38 Simple,$,61,,,,,,39071100.0,36336100.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500 Bravo R18.4 x 38 Dual,$,61,,,,,,42230800.0,39274600.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500 Bravo R23.1 x 30 Simple,$,61,,,,,,39299800.0,36548800.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500 Bravo R24.5 x 32 Simple,$,61,,,,,,39587000.0,36815900.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540 Bravo R18.4 x 34 Simple,$,61,57598000.0,55294100.0,53082300.0,50959000.0,48920700.0,46963800.0,45085300.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540 Bravo R18.4 x 34 Dual,$,61,61663000.0,59196500.0,56828600.0,54555500.0,52373300.0,50278300.0,48267200.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540 Bravo R18.4 x 38 Simple,$,61,58242000.0,55912300.0,53675800.0,51528800.0,49467600.0,47488900.0,45589400.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540 Bravo R18.4 x 38 Dual,$,61,62943000.0,60425300.0,58008300.0,55687900.0,53460400.0,51322000.0,49269100.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540 Bravo R23.1 x 30 Simple,$,61,58581000.0,56237800.0,53988300.0,51828700.0,49755600.0,47765300.0,45854700.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540 Bravo R24.5 x 32 Simple,$,61,59014000.0,56653400.0,54387300.0,52211800.0,50123300.0,48118400.0,46193700.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580 Bravo R18.4x34 Simple,$,61,67412000.0,64715500.0,62126900.0,59641800.0,57256200.0,54965900.0,52767300.0,50656600.0,48630300.0,46685100.0,44817700.0,,,,,
08/01/2026,PAUNY,Tractores,580 Bravo R18.4x34 Dual,$,61,71472000.0,68613100.0,65868600.0,63233900.0,60704500.0,58276300.0,55945300.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580 Bravo R18.4 x 38 Simple,$,61,68046000.0,65324200.0,62711200.0,60202700.0,57794600.0,55482900.0,53263500.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580 Bravo R18.4 x 38 Dual,$,61,72749000.0,69839000.0,67045500.0,64363700.0,61789100.0,59317500.0,56944800.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580 Bravo R23.1x30 Simple,$,61,68389000.0,65653400.0,63027300.0,60506200.0,58086000.0,55762500.0,53532000.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580 Bravo R23.1x30 Dual,$,61,73440000.0,70502400.0,67682300.0,64975000.0,62376000.0,59881000.0,57485700.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580 Bravo R24.5x32,$,61,68818000.0,66065300.0,63422700.0,60885800.0,58450300.0,56112300.0,53867800.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,710 Bravo R23.1x30 Dual,$,62,83794000.0,80442200.0,77224600.0,74135600.0,71170100.0,68323300.0,65590400.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,710 Bravo R18.4x38 Dual,$,62,83142000.0,79816300.0,76623700.0,73558700.0,70616400.0,67791700.0,65080000.0,62476800.0,59977800.0,57578700.0,55275500.0,,,,,
08/01/2026,PAUNY,Tractores,780ie Bravo Rodado 24.5x32 Dual,$,62,89484000.0,85904600.0,82468500.0,79169700.0,76002900.0,72962800.0,70044300.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500 Novo R18.4x34 Simple,$,62,50278000.0,48266900.0,46336200.0,44482800.0,42703400.0,40995300.0,39355500.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500 Novo R18.4x34 Dual,$,62,54345000.0,52171200.0,50084400.0,48081000.0,46157700.0,44311400.0,42539000.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500 Novo R18.4x38 Simple,$,62,50928000.0,48890900.0,46935200.0,45057800.0,43255500.0,41525300.0,39864300.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500 Novo R18.4x38 Dual,$,62,55628000.0,53402900.0,51266800.0,49216100.0,47247500.0,45357600.0,43543300.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500 Novo R23.1x30 Simple,$,62,51266000.0,49215400.0,47246700.0,45356900.0,43542600.0,41800900.0,40128900.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,500 Novo R24.5x32 Simple,$,62,51689000.0,49621400.0,47636600.0,45731100.0,43901900.0,42145800.0,40460000.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540 Novo R18.4x34 Simple,$,62,52010000.0,49929600.0,47932400.0,46015100.0,44174500.0,42407500.0,40711200.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540 Novo R18.4x34 Dual,$,62,56074000.0,53831000.0,51677800.0,49610700.0,47626300.0,45721200.0,43892400.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540 Novo R18.4x38 Simple,$,62,52652000.0,50545900.0,48524100.0,46583100.0,44719800.0,42931000.0,41213800.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540 Novo R18.4x38 Dual,$,62,57359000.0,55064600.0,52862100.0,50747600.0,48717700.0,46769000.0,44898200.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540 Novo R23.1x30 Simple,$,62,53003000.0,50882900.0,48847600.0,46893700.0,45017900.0,43217200.0,41488500.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,540 Novo R24.5x32 Simple,$,62,53426000.0,51289000.0,49237400.0,47267900.0,45377200.0,43562100.0,41819600.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580 Novo R18.4x34 Simple,$,62,61806000.0,59333800.0,56960400.0,54682000.0,52494700.0,50394900.0,48379100.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580 Novo R18.4x34 Dual,$,62,65877000.0,63241900.0,60712200.0,58283800.0,55952400.0,53714300.0,51565700.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580 Novo R18.4x38 Simple,$,62,62451000.0,59953000.0,57554800.0,55252600.0,53042500.0,50920800.0,48884000.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580 Novo R18.4x38 Dual,$,62,67151000.0,64465000.0,61886400.0,59410900.0,57034500.0,54753100.0,52563000.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580 Novo R23.1x30 Simple,$,62,62793000.0,60281300.0,57870000.0,55555200.0,53333000.0,51199700.0,49151700.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580 Novo R23.1x30 Dual,$,62,67842000.0,65128300.0,62523200.0,60022300.0,57621400.0,55316500.0,53103900.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,580 Novo R24.5x32 Simple,$,62,63225000.0,60696000.0,58268200.0,55937400.0,53699900.0,51551900.0,49489900.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,710 Novo R23.1x30 Dual,$,62,,,,,,46115200.0,42887100.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,710 Novo R18.4x38 Dual,$,62,,,,,,49823200.0,46335500.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,710ie Bravo R24.5x32 Dual,$,62,,,,,,46432400.0,43182200.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,P-TRAC 160 HP EVO,$,63,,,,,,,,,25000000.0,24000000.0,23040000.0,,,,,
08/01/2026,PAUNY,Tractores,P-TRAC 160HP EVO R18.4x34,$,63,39647000.0,38061100.0,36538700.0,35077100.0,33674000.0,32327100.0,31034000.0,29792600.0,28600900.0,27456900.0,26358600.0,,,,,
08/01/2026,PAUNY,Tractores,P-TRAC 160HP EVO R23.1x30,$,63,40641000.0,39015400.0,37454700.0,35956600.0,34518300.0,33137600.0,31812100.0,30539600.0,29318000.0,28145300.0,27019500.0,,,,,
08/01/2026,PAUNY,Tractores,P-TRAC 180 HP EVO,$,63,,,,,,,,,32000000.0,30720000.0,29491200.0,,,,,
08/01/2026,PAUNY,Tractores,P-TRAC 180HP EVO R18.4x34,$,63,41227000.0,39577900.0,37994800.0,36475000.0,35016000.0,33615400.0,32270800.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,P-TRAC 180HP EVO R23.1x30,$,63,42208000.0,40519700.0,38898900.0,37342900.0,35849200.0,34415300.0,33038600.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,230CH Conv.Horticola R18.4x34 Simple C/Techo,$,63,25864000.0,24829400.0,23836300.0,22882800.0,21967500.0,21088800.0,20245200.0,19435400.0,18658000.0,,,,,,,
08/01/2026,PAUNY,Tractores,230CH Conv.Horticola R18.4x34,$,64,26227000.0,25177900.0,24170800.0,23204000.0,22275800.0,21384800.0,20529400.0,19708200.0,18919900.0,,,,,,,
08/01/2026,PAUNY,Tractores,230CH Conv.Horticola R15.5x38 Simple C/Techo,$,64,25864000.0,24829400.0,23836300.0,22882800.0,21967500.0,21088800.0,20245200.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,230CH Conv.Horticola R15.5x38,$,64,26227000.0,25177900.0,24170800.0,23204000.0,22275800.0,21384800.0,20529400.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,230AH EVO Asist.Horticola R18.4x34,$,64,30988000.0,29748500.0,28558500.0,27416200.0,26319600.0,25266800.0,24256100.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,230AH Asist.Horticola R18.4 x34 C/Techo,$,64,29007000.0,27846700.0,26732900.0,25663500.0,24637000.0,23651500.0,22705500.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,230AH EVO Asist.Horticola R15x38 Simple,$,64,30988000.0,29748500.0,28558500.0,27416200.0,26319600.0,25266800.0,24256100.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,230AH Asist.Horticola R15.5x38 C/Techo,$,64,29007000.0,27846700.0,26732900.0,25663500.0,24637000.0,23651500.0,22705500.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,250CH Conv.Horticola R18.4x34 Simple,$,64,27570000.0,26467200.0,25408500.0,24392200.0,23416500.0,22479800.0,21580600.0,20717400.0,19888700.0,,,,,,,
08/01/2026,PAUNY,Tractores,250CH Conv.Horticola R18.4x34 Simple C/Techo,$,64,27141000.0,26055400.0,25013100.0,24012600.0,23052100.0,22130000.0,21244800.0,20395000.0,19579200.0,,,,,,,
08/01/2026,PAUNY,Tractores,250AH Asist.Horticola R18.4x34 Simple C/Techo,$,64,31293000.0,30041300.0,28839600.0,27686000.0,26578600.0,25515500.0,24494800.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,250AH EVO Asist.Horticola R18.4x34 simple,$,65,33282000.0,31950700.0,30672700.0,29445800.0,28268000.0,27137200.0,26051700.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,250AH Asist.Horticola R18.4x34 Simple C/Techo,$,65,30932000.0,29694700.0,28506900.0,27366700.0,26272000.0,25221100.0,24212300.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,250AH EVO Asist.Horticola R18.4x34 Simple C/Techo,$,65,32908000.0,31591700.0,30328000.0,29114900.0,27950300.0,26832300.0,25759000.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,280AH EVO Asist.Horticola R18.4x34,$,65,36016000.0,34575400.0,33192300.0,31864700.0,30590100.0,29366500.0,28191800.0,19063900.0,17729500.0,,,,,,,
08/01/2026,PAUNY,Tractores,Audas 2200 - 200HP R30.5L R32,$,65,,,,35831300.0,30456600.0,27410900.0,25492200.0,23707700.0,22048200.0,,,,,,,
08/01/2026,PAUNY,Tractores,Audas 2200 - 200HP R800/65 R32,$,65,,,,38135200.0,32415000.0,29173500.0,27131300.0,25232100.0,23465900.0,,,,,,,
08/01/2026,PAUNY,Tractores,Audaz 2200 - 200HP R20.8x38 Dual,$,65,,,,36508200.0,31032000.0,27928800.0,25973800.0,24155600.0,22464700.0,,,,,,,
08/01/2026,PAUNY,Tractores,Brioso 2215ie Dual,$,65,54592000.0,52408300.0,50312000.0,,,,,,,,,,,,,
08/01/2026,PAUNY,Tractores,Brioso 2215ie Simple,$,65,52728000.0,50618900.0,48594100.0,,,,,,,,,,,,,
08/01/2026,PAUNY,Tractores,Brioso 2215ie Radial Simple,$,65,53662000.0,51515500.0,49454900.0,,,,,,,,,,,,,
08/01/2026,PAUNY,Tractores,Brioso 2215ie Radial Dual,$,65,55543000.0,53321300.0,51188400.0,,,,,,,,,,,,,
08/01/2026,PAUNY,Tractores,Motoniveladoras MA 200ie R17.5x25,$,65,78046000.0,74924200.0,71927200.0,69050100.0,66288100.0,63636600.0,61091100.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,MA 160 R14.00x24,$,65,65763000.0,63132500.0,60607200.0,58182900.0,55855600.0,53621400.0,51476500.0,,,,,,,,,
08/01/2026,PAUNY,Tractores,MA 180 R17.5x25,$,65,70778000.0,67946900.0,65229000.0,62619800.0,60115100.0,57710400.0,55402000.0,,,,,,,,,
08/01/2026,VALTRA,Tractores BF,65 - 63 HP 4x2 (6.00x16/14.9x24),u$s,65,,,,,,,,,22000.0,21300.0,20700.0,20100.0,19500.0,18900.0,18300.0,17800.0
08/01/2026,VALTRA,Tractores BF,75 - 76 HP 4x2 (6.00x16/14.9x24),u$s,65,,,,,,,,,25000.0,24300.0,23500.0,22800.0,22100.0,21500.0,20800.0,20200.0
08/01/2026,VALTRA,Tractores BF,75 - 76 HP 4x4 (8.00x18/14.9x24),u$s,65,,,,,,,,,30000.0,29000.0,28100.0,27200.0,26300.0,25500.0,24700.0,23900.0
08/01/2026,VALTRA,Tractores BF,75 - 75 HP 4x4 Reductor 9+3 (8.00x18/14.9x24),u$s,65,,,,,,,,,30500.0,,,,,,,
08/01/2026,VALTRA,Tractores A,750 - 78 HP 4x2 (7.5x18/18.4x30),u$s,65,44121.0,42400.0,40700.0,39000.0,37500.0,36000.0,34500.0,33200.0,31800.0,29300.0,28300.0,27400.0,26600.0,25700.0,24900.0,24200.0
08/01/2026,VALTRA,Tractores A,750 - 78 HP 4x4 (12.4x24/18.4x30),u$s,65,47753.0,45800.0,44000.0,42200.0,40600.0,38900.0,37400.0,35900.0,34400.0,32700.0,31700.0,30800.0,29800.0,28900.0,28100.0,27200.0
08/01/2026,VALTRA,Tractores A,750 FRUTERO - 78 HP 4x2 (8x18/14.9x24),u$s,65,41369.0,39700.0,38100.0,36600.0,35100.0,33700.0,32400.0,31100.0,29800.0,,,,,,,
08/01/2026,VALTRA,Tractores A,750 FRUTERO - 78 HP 4x4 (8x18/14.9x24),u$s,65,47964.0,46000.0,44200.0,42400.0,40700.0,39100.0,37500.0,36000.0,34600.0,,,,,,,
08/01/2026,VALTRA,Tractores A,850 - 85 HP 4x4 (12.4x24/18.4x30),u$s,66,52944.0,50800.0,48800.0,46800.0,45000.0,43200.0,41400.0,39800.0,38200.0,34700.0,33600.0,32600.0,31600.0,30700.0,29800.0,28900.0
08/01/2026,VALTRA,Tractores A,990 - 102 HP 4x2 (7.5x18/18.4x30),u$s,66,,,,,,,,,,,,,31300.0,29100.0,27100.0,25200.0
08/01/2026,VALTRA,Tractores A,990 - 102 HP 4x4 (12.4x24/13.6x38),u$s,66,,,,,,,,,,,36900.0,34300.0,31900.0,29700.0,27600.0,25700.0
08/01/2026,VALTRA,Tractores A,990 - 102 HP 4x4 Inv.12+12 (12.4x24/13.6x38),u$s,66,,,,,,,,,,,37700.0,35000.0,32600.0,30300.0,28200.0,26200.0
08/01/2026,VALTRA,Tractores A,990 - 102 HP 4x4 (14.9x24/18.4x34),u$s,66,,,,,,,,,,,38400.0,35800.0,33300.0,30900.0,28800.0,26700.0
08/01/2026,VALTRA,Tractores A,990 - 102 HP 4x4 Inv.12+12 (14.9x24/18.4x34),u$s,66,65199.0,62600.0,60100.0,57700.0,55400.0,53200.0,51000.0,49000.0,47000.0,45200.0,39200.0,36500.0,33900.0,31600.0,29300.0,27300.0
08/01/2026,VALTRA,Tractores A,990 - 102 HP 4x4 Inv.12+12 (14.9x24/18.4x34) Cabinado,u$s,66,75828.0,72800.0,69900.0,67100.0,64400.0,61800.0,59400.0,57000.0,54700.0,52500.0,45600.0,42400.0,,,,
08/01/2026,VALTRA,Tractores A GENERACIÓN IV,A114 Plataformado (14.9x26/23.1x30),u$s,66,77273.0,74200.0,71200.0,68400.0,65600.0,63000.0,60500.0,58100.0,,,,,,,,
08/01/2026,VALTRA,Tractores A GENERACIÓN IV,A114 Cabinado (14.9x26/23.1x30),u$s,66,90500.0,86900.0,83400.0,80100.0,76900.0,73800.0,70800.0,68000.0,,,,,,,,
08/01/2026,VALTRA,Tractores A GENERACIÓN IV,A124 Plataformado (14.9x26/23.1x30),u$s,66,89861.0,86300.0,82800.0,79500.0,76300.0,73300.0,70300.0,67500.0,,,,,,,,
08/01/2026,VALTRA,Tractores A GENERACIÓN IV,A124 Cabinado (14.9x26/23.1x30),u$s,66,100188.0,96200.0,92300.0,88600.0,85100.0,81700.0,78400.0,75300.0,,,,,,,,
08/01/2026,VALTRA,Tractores A GENERACIÓN IV,"A134 Cabinado (14.9x28/18,4x34)",u$s,66,103726.0,99600.0,95600.0,91800.0,88100.0,84600.0,81200.0,77900.0,,,,,,,,
